player-name,wk,role,season,match,batting-runs,balls,out,4s,6s,sr,overs,maiden,bowling-runs,wickets,econ,0s,4s,6s,catches,run-out,stumping,points
ab-de-villiers,1,bat,2019,11,1,2,1,0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,1
shimron-hetmyer,0,bat,2019,11,9,9,1,0,1,100.0,0,0,0,0,0,0,0,0,0,1,0,17
robin-uthappa,0,bat,2019,10,11,6,1,2,0,183.33,0,0,0,0,0,0,0,0,0,1,0,19
prasidh-krishna,0,bowl,0,0,0,0,0,0,0,0,4.0,0,33,0,8.25,8,5,0,0,0,0,0
dinesh-karthik,1,bat,2019,10,50,36,1,5,2,138.88,0,0,0,0,0,0,0,0,1,0,1,87
andre-russell,0,all,2019,10,62,28,1,4,6,221.42,3.0,0,28,1,9.33,7,4,1,1,0,0,119
kuldeep-yadav,0,bowl,2019,10,10,5,0,1,0,200.0,4.0,0,41,2,10.25,6,2,3,0,0,0,61
lockie-ferguson,0,bowl,0,0,0,0,0,0,0,0,4.0,0,38,1,9.5,7,6,0,0,0,0,25
piyush-chawla,0,all,2019,10,12,5,1,1,1,240.0,4.0,0,36,1,9.0,5,2,2,1,0,0,48
chris-lynn,0,bat,2019,10,20,18,1,3,0,111.11,0,0,0,0,0,0,0,0,0,0,0,23
nitish-rana,0,bat,2019,10,1,2,1,0,0,50.0,1.0,0,8,0,8.0,2,1,0,0,0,0,1
shubman-gill,0,bat,2019,10,4,5,1,0,0,80.0,0,0,0,0,0,0,0,0,2,0,0,20
shreyas-iyer,0,bat,2019,10,43,32,1,4,2,134.37,0,0,0,0,0,0,0,0,0,1,0,61
prithvi-shaw,0,bat,2019,10,99,55,1,12,3,180.0,0,0,0,0,0,0,0,0,0,0,0,125
kagiso-rabada,0,bowl,0,0,0,0,0,0,0,0,4.0,0,41,1,10.25,6,6,0,1,2,0,45
shikhar-dhawan,0,bat,2019,10,16,8,1,2,1,200.0,0,0,0,0,0,0,0,0,0,1,0,26
amit-mishra,0,bowl,0,0,0,0,0,0,0,0,4.0,0,36,1,9.0,10,2,3,0,0,0,25
harshal-patel,0,bowl,2019,10,0,0,0,0,0,0.0,4.0,0,40,2,10.0,7,2,3,0,1,0,56
chris-morris,0,all,0,0,0,0,0,0,0,0,4.0,0,35,1,8.75,10,5,1,0,0,0,25
rishabh-pant,1,bat,2019,10,11,15,1,1,0,73.33,0,0,0,0,0,0,0,0,2,0,0,28
mayank-markande,0,bowl,2019,9,0,0,0,0,0,0.0,1.0,0,12,0,12.0,1,2,0,0,0,0,0
hardik-pandya,0,all,2019,9,31,19,1,3,1,163.15,3.0,0,39,0,13.0,4,2,3,0,0,0,40
suryakumar-yadav,0,bat,2019,9,11,6,1,2,0,183.33,0,0,0,0,0,0,0,0,0,0,0,13
jasprit-bumrah,0,bowl,0,0,0,0,0,0,0,0,3.4,0,23,0,6.27,12,4,0,0,0,0,0
krunal-pandya,0,all,2019,9,10,5,1,2,0,200.0,4.0,0,43,2,10.75,3,2,2,0,0,0,62
quinton-de-kock,1,bat,2019,9,60,39,1,6,2,153.84,0,0,0,0,0,0,0,0,1,0,0,86
kieron-pollard,0,all,2019,9,7,9,1,0,0,77.77,0,0,0,0,0,0,0,0,0,0,0,7
rohit-sharma,0,bat,2019,9,32,18,1,5,0,177.77,0,0,0,0,0,0,0,0,0,0,0,41
sarfaraz-khan,0,bat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mandeep-singh,0,all,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8
murugan-ashwin,0,bowl,0,0,0,0,0,0,0,0,4.0,0,25,2,6.25,11,4,0,0,0,0,50
chris-gayle,0,all,2019,9,40,24,1,3,4,166.66,0,0,0,0,0,0,0,0,0,0,0,55
mohammed-shami,0,bowl,0,0,0,0,0,0,0,0,4.0,0,42,2,10.5,7,2,3,2,0,0,66
ravichandran-ashwin,0,all,0,0,0,0,0,0,0,0,4.0,0,26,0,6.5,8,3,0,0,0,0,0
david-miller,0,bat,2019,9,15,10,0,2,0,150.0,0,0,0,0,0,0,0,0,0,0,0,17
kl-rahul,0,bat,2019,9,71,57,0,6,1,124.56,0,0,0,0,0,0,0,0,0,0,0,87
mayank-agarwal,0,bat,2019,9,43,21,1,4,2,204.76,0,0,0,0,0,0,0,0,1,0,0,63
andrew-tye,0,bowl,0,0,0,0,0,0,0,0,4.0,0,40,1,10.0,4,5,0,0,0,0,25
jofra-archer,0,bowl,0,0,0,0,0,0,0,0,4.0,0,42,0,10.5,9,4,2,0,0,0,0
jaydev-unadkat,0,bowl,0,0,0,0,0,0,0,0,3.0,0,26,1,8.66,5,1,1,0,0,0,25
dhawal-kulkarni,0,bowl,0,0,0,0,0,0,0,0,3.0,0,40,0,13.33,3,2,3,2,0,0,16
rahul-tripathi,0,bat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8
ajinkya-rahane,0,bat,2019,8,70,49,1,4,3,142.85,0,0,0,0,0,0,0,0,0,0,0,88
sanju-samson,1,bat,2019,8,102,55,0,10,4,185.45,0,0,0,0,0,0,0,0,0,0,0,136
steven-smith,0,bat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
krishnappa-gowtham,0,all,0,0,0,0,0,0,0,0,2.0,0,25,0,12.5,1,3,1,0,0,0,0
jos-buttler,1,bat,2019,8,5,8,1,1,0,62.5,0,0,0,0,0,0,0,0,0,0,0,6
shreyas-gopal,0,all,0,0,0,0,0,0,0,0,4.0,0,27,3,6.75,8,1,1,0,1,0,85
ben-stokes,0,all,2019,8,16,9,0,3,0,177.77,3.0,0,40,1,13.33,3,8,0,0,0,0,44
siddarth-kaul,0,bowl,0,0,0,0,0,0,0,0,4.0,0,32,0,8.0,7,2,1,0,0,0,0
manish-pandey,0,bat,2019,8,1,4,1,0,0,25.0,0,0,0,0,0,0,0,0,1,0,0,9
david-warner,0,bat,2019,8,69,37,1,9,2,186.48,0,0,0,0,0,0,0,0,0,0,0,90
bhuvneshwar-kumar,0,bowl,0,0,0,0,0,0,0,0,4.0,0,55,0,13.75,7,9,1,0,0,0,0
rashid-khan,0,bowl,2019,8,15,8,0,1,1,187.5,4.0,0,24,1,6.0,10,3,0,0,0,0,43
sandeep-sharma,0,bowl,0,0,0,0,0,0,0,0,4.0,0,38,0,9.5,4,2,1,0,0,0,0
jonny-bairstow,1,bat,2019,8,45,28,1,6,1,160.71,0,0,0,0,0,0,0,0,0,0,0,57
shahbaz-nadeem,0,bowl,0,0,0,0,0,0,0,0,3.0,0,36,1,12.0,2,1,3,0,0,0,25
vijay-shankar,0,all,2019,8,35,15,1,1,3,233.33,1.0,0,13,0,13.0,1,1,1,0,0,0,46
kane-williamson,0,bat,2019,8,14,10,1,2,0,140.0,0,0,0,0,0,0,0,0,0,0,0,16
mayank-markande,0,bowl,2019,7,6,5,1,1,0,120.0,3.0,0,23,1,7.66,6,2,1,0,0,0,32
hardik-pandya,0,all,2019,7,32,14,0,2,3,228.57,3.0,0,37,0,12.33,6,5,2,0,0,0,44
suryakumar-yadav,0,bat,2019,7,38,24,1,4,1,158.33,0,0,0,0,0,0,0,0,0,0,0,48
jasprit-bumrah,0,bowl,2019,7,0,1,0,0,0,0.0,4.0,0,20,3,5.0,14,3,0,0,0,0,79
krunal-pandya,0,all,2019,7,1,2,1,0,0,50.0,4.0,0,28,0,7.0,5,1,1,0,0,0,1
quinton-de-kock,1,bat,2019,7,23,20,1,2,1,115.0,0,0,0,0,0,0,0,0,1,0,0,35
kieron-pollard,0,all,2019,7,5,6,1,0,0,83.33,0,0,0,0,0,0,0,0,0,0,0,5
rohit-sharma,0,bat,2019,7,48,33,1,8,1,145.45,0,0,0,0,0,0,0,0,0,1,0,68
shivam-dube,0,all,2019,7,9,5,0,0,1,180.0,0,0,0,0,0,0,0,0,0,0,0,11
yuzvendra-chahal,0,bowl,0,0,0,0,0,0,0,0,4.0,0,38,4,9.5,7,1,3,0,0,0,108
umesh-yadav,0,bowl,0,0,0,0,0,0,0,0,4.0,0,26,2,6.5,11,4,0,0,0,0,50
virat-kohli,0,bat,2019,7,46,32,1,6,0,143.75,0,0,0,0,0,0,0,0,0,0,0,56
mohammed-siraj,0,bowl,0,0,0,0,0,0,0,0,4.0,0,38,2,9.5,11,3,3,2,0,0,66
moeen-ali,0,all,2019,7,13,7,1,1,1,185.71,1.0,0,13,0,13.0,1,1,1,1,0,0,24
ab-de-villiers,1,bat,2019,7,70,41,0,4,6,170.73,0,0,0,0,0,0,0,0,0,0,0,94
shimron-hetmyer,0,bat,2019,7,5,6,1,0,0,83.33,0,0,0,0,0,0,0,0,1,0,0,13
navdeep-saini,0,bowl,0,0,0,0,0,0,0,0,4.0,0,40,0,10.0,12,5,2,1,0,0,8
robin-uthappa,0,bat,2019,6,67,50,0,6,2,134.0,0,0,0,0,0,0,0,0,0,0,0,85
shubman-gill,0,bat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
prasidh-krishna,0,bowl,0,0,0,0,0,0,0,0,4.0,0,42,0,10.5,10,6,1,1,0,0,8
dinesh-karthik,1,bat,2019,6,1,1,0,0,0,100.0,0,0,0,0,0,0,0,0,1,0,0,9
kuldeep-yadav,0,bowl,0,0,0,0,0,0,0,0,4.0,0,32,0,8.0,6,2,1,1,0,0,8
lockie-ferguson,0,bowl,0,0,0,0,0,0,0,0,4.0,0,42,1,10.5,10,3,3,0,0,0,25
sunil-narine,0,all,2019,6,24,9,1,1,3,266.66,2.0,0,26,0,13.0,3,4,1,0,0,0,31
piyush-chawla,0,all,0,0,0,0,0,0,0,0,3.0,0,26,1,8.66,6,2,1,0,0,0,25
chris-lynn,0,bat,2019,6,10,10,1,2,0,100.0,0,0,0,0,0,0,0,0,0,0,0,12
nitish-rana,0,bat,2019,6,63,34,1,2,7,185.29,0,0,0,0,0,0,0,0,0,0,0,87
andre-russell,0,all,2019,6,48,17,1,3,5,282.35,3.0,0,21,2,7.0,7,2,0,0,0,0,115
sarfaraz-khan,0,bat,2019,6,13,13,1,2,0,100.0,0,0,0,0,0,0,0,0,0,0,0,15
mandeep-singh,0,all,2019,6,33,15,0,4,1,220.0,1.0,0,18,0,18.0,1,1,2,0,0,0,43
mohammed-shami,0,bowl,0,0,0,0,0,0,0,0,4.0,0,44,1,11.0,9,4,3,0,0,0,25
chris-gayle,0,all,2019,6,20,13,1,2,2,153.84,0,0,0,0,0,0,0,0,0,0,0,26
varun-chakravarthy,0,bowl,0,0,0,0,0,0,0,0,3.0,0,35,1,11.66,8,3,3,0,0,0,25
ravichandran-ashwin,0,all,0,0,0,0,0,0,0,0,4.0,0,47,0,11.75,5,0,5,0,0,0,0
david-miller,0,bat,2019,6,59,40,0,5,3,147.5,0,0,0,0,0,0,0,0,1,0,0,86
kl-rahul,0,bat,2019,6,1,5,1,0,0,20.0,0,0,0,0,0,0,0,0,1,0,0,9
mayank-agarwal,0,bat,2019,6,58,34,1,6,1,170.58,0,0,0,0,0,0,0,0,2,0,0,90
andrew-tye,0,bowl,0,0,0,0,0,0,0,0,4.0,0,37,1,9.25,7,3,2,0,0,0,25
shreyas-iyer,0,bat,2019,5,18,20,1,0,1,90.0,0,0,0,0,0,0,0,0,1,0,0,28
prithvi-shaw,0,bat,2019,5,24,16,1,5,0,150.0,0,0,0,0,0,0,0,0,0,0,0,29
kagiso-rabada,0,bowl,0,0,0,0,0,0,0,0,3.4,0,26,1,7.09,10,3,1,0,0,0,25
shikhar-dhawan,0,bat,2019,5,51,47,1,7,0,108.51,0,0,0,0,0,0,0,0,0,0,0,66
ishant-sharma,0,bowl,0,0,0,0,0,0,0,0,3.0,0,28,1,9.33,5,5,0,0,0,0,25
amit-mishra,0,bowl,0,0,0,0,0,0,0,0,4.0,0,35,2,8.75,9,1,3,0,0,0,50
rishabh-pant,1,bat,2019,5,25,13,1,2,1,192.3,0,0,0,0,0,0,0,0,2,0,0,45
axar-patel,0,all,2019,5,9,9,0,1,0,100.0,4.0,0,16,0,4.0,15,2,0,0,0,0,10
rahul-tewatia,0,bowl,2019,5,11,9,0,1,0,122.22,2.0,0,20,0,10.0,3,2,1,0,0,0,12
dwayne-bravo,0,all,2019,5,4,3,0,1,0,133.33,4.0,0,33,3,8.25,8,4,0,0,0,0,84
ms-dhoni,1,bat,2019,5,32,35,0,2,1,91.42,0,0,0,0,0,0,0,0,0,0,0,40
ambati-rayudu,0,bat,2019,5,5,5,1,1,0,100.0,0,0,0,0,0,0,0,0,0,0,0,6
shardul-thakur,0,bowl,0,0,0,0,0,0,0,0,2.0,0,19,0,9.5,5,4,0,2,0,0,16
deepak-chahar,0,bowl,0,0,0,0,0,0,0,0,4.0,0,20,1,5.0,12,2,0,0,0,0,25
kedar-jadhav,0,all,2019,5,27,34,1,2,0,79.41,0,0,0,0,0,0,0,0,0,0,0,29
imran-tahir,0,bowl,0,0,0,0,0,0,0,0,2.0,0,20,1,10.0,3,2,1,0,0,0,25
suresh-raina,0,bat,2019,5,30,16,1,4,1,187.5,0,0,0,0,0,0,0,0,1,0,0,48
harbhajan-singh,0,bowl,0,0,0,0,0,0,0,0,4.0,0,30,0,7.5,10,3,1,0,0,0,0
ravindra-jadeja,0,all,0,0,0,0,0,0,0,0,4.0,0,23,1,5.75,8,1,0,0,0,0,25
mujeeb-ur-rahman,0,bowl,0,0,0,0,0,0,0,0,4.0,0,31,2,7.75,11,2,2,0,0,0,50
nicholas-pooran,1,bat,2019,4,12,14,1,1,0,85.71,0,0,0,0,0,0,0,0,0,0,1,25
sarfaraz-khan,0,bat,2019,4,46,29,0,6,1,158.62,0,0,0,0,0,0,0,0,0,0,0,58
mandeep-singh,0,all,2019,4,5,2,0,0,0,250.0,0,0,0,0,0,0,0,0,0,0,0,5
mohammed-shami,0,bowl,0,0,0,0,0,0,0,0,4.0,0,33,0,8.25,8,3,1,1,1,0,14
chris-gayle,0,all,2019,4,79,47,1,8,4,168.08,0,0,0,0,0,0,0,0,0,0,0,103
ravichandran-ashwin,0,all,0,0,0,0,0,0,0,0,4.0,0,20,1,5.0,6,0,0,1,1,0,39
kl-rahul,0,bat,2019,4,4,4,1,1,0,100.0,0,0,0,0,0,0,0,0,2,0,0,21
sam-curran,0,all,0,0,0,0,0,0,0,0,4.0,0,52,2,13.0,7,7,2,0,0,0,50
mayank-agarwal,0,bat,2019,4,22,24,1,1,2,91.66,0,0,0,0,0,0,0,0,0,0,0,27
jofra-archer,0,bowl,2019,4,2,2,1,0,0,100.0,4.0,0,17,0,4.25,13,0,1,0,0,0,2
jaydev-unadkat,0,bowl,2019,4,1,2,1,0,0,50.0,3.0,0,44,0,14.66,4,6,2,0,0,0,1
dhawal-kulkarni,0,bowl,2019,4,5,3,0,1,0,166.66,4.0,0,30,1,7.5,10,4,0,1,0,0,39
rahul-tripathi,0,bat,2019,4,1,4,1,0,0,25.0,0,0,0,0,0,0,0,0,1,0,0,9
ajinkya-rahane,0,bat,2019,4,27,20,1,4,0,135.0,0,0,0,0,0,0,0,0,1,0,0,39
sanju-samson,1,bat,2019,4,30,25,1,0,1,120.0,0,0,0,0,0,0,0,0,0,0,0,36
steven-smith,0,bat,2019,4,20,16,1,1,1,125.0,0,0,0,0,0,0,0,0,0,0,0,23
krishnappa-gowtham,0,all,2019,4,3,4,1,0,0,75.0,4.0,0,32,1,8.0,10,2,2,0,0,0,28
jos-buttler,1,bat,2019,4,69,43,1,10,2,160.46,0,0,0,0,0,0,0,0,1,0,0,99
shreyas-gopal,0,all,2019,4,1,1,0,0,0,100.0,1.0,0,5,0,5.0,2,0,0,0,0,0,1
ben-stokes,0,all,2019,4,6,2,1,0,1,300.0,4.0,0,48,2,12.0,8,5,2,0,0,0,58
shreyas-iyer,0,bat,2019,3,16,10,1,2,1,160.0,0,0,0,0,0,0,0,0,0,1,0,26
prithvi-shaw,0,bat,2019,3,7,6,1,1,0,116.66,0,0,0,0,0,0,0,0,0,0,0,8
kagiso-rabada,0,bowl,0,0,0,0,0,0,0,0,4.0,0,23,2,5.75,10,1,0,0,0,0,50
trent-boult,0,bowl,0,0,0,0,0,0,0,0,4.0,0,42,1,10.5,7,6,1,1,0,0,33
shikhar-dhawan,0,bat,2019,3,43,36,1,4,1,119.44,0,0,0,0,0,0,0,0,0,0,0,53
ishant-sharma,0,bowl,0,0,0,0,0,0,0,0,4.0,0,34,2,8.5,13,6,1,0,0,0,50
rishabh-pant,1,bat,2019,3,78,27,0,7,7,288.88,0,0,0,0,0,0,0,0,1,0,0,115
axar-patel,0,all,2019,3,4,2,1,1,0,200.0,3.0,0,42,1,14.0,2,3,3,1,0,0,38
rahul-tewatia,0,bowl,2019,3,9,4,0,0,1,225.0,1.2,0,12,1,9.0,4,1,1,4,0,0,72
hardik-pandya,0,all,2019,3,0,2,1,0,0,0.0,4.0,0,41,1,10.25,8,3,3,0,0,0,23
suryakumar-yadav,0,bat,2019,3,2,6,1,0,0,33.33,0,0,0,0,0,0,0,0,1,0,0,10
ben-cutting,0,all,2019,3,3,4,1,0,0,75.0,2.0,0,27,1,13.5,2,4,1,0,0,0,28
krunal-pandya,0,all,2019,3,32,15,1,5,1,213.33,2.0,0,21,0,10.5,3,4,0,0,0,0,43
jasprit-bumrah,0,bowl,2019,3,0,0,1,0,0,0.0,4.0,0,40,1,10.0,8,3,3,0,0,0,25
quinton-de-kock,1,bat,2019,3,27,16,1,4,1,168.75,0,0,0,0,0,0,0,0,2,0,0,49
kieron-pollard,0,all,2019,3,21,13,1,2,1,161.53,0,0,0,0,0,0,0,0,1,0,0,33
rohit-sharma,0,bat,2019,3,14,13,1,2,0,107.69,0,0,0,0,0,0,0,0,0,0,0,16
siddarth-kaul,0,bowl,0,0,0,0,0,0,0,0,4.0,0,35,1,8.75,6,2,2,0,0,0,25
manish-pandey,0,bat,2019,2,8,5,0,1,0,160.0,0,0,0,0,0,0,0,0,0,0,0,9
david-warner,0,bat,2019,2,85,53,1,9,3,160.37,0,0,0,0,0,0,0,0,0,0,0,108
bhuvneshwar-kumar,0,bowl,0,0,0,0,0,0,0,0,4.0,0,37,0,9.25,10,4,2,1,0,0,8
rashid-khan,0,bowl,0,0,0,0,0,0,0,0,4.0,0,26,1,6.5,10,4,0,1,0,0,33
sandeep-sharma,0,bowl,0,0,0,0,0,0,0,0,4.0,0,42,1,10.5,7,4,2,0,0,0,25
jonny-bairstow,1,bat,2019,2,39,35,1,3,1,111.42,0,0,0,0,0,0,0,0,0,0,0,48
vijay-shankar,0,all,2019,2,40,24,0,2,2,166.66,0,0,0,0,0,0,0,0,0,0,0,50
shakib-al-hasan,0,all,0,0,0,0,0,0,0,0,3.4,0,42,1,11.45,10,1,5,0,0,0,25
deepak-hooda,0,all,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
robin-uthappa,0,bat,2019,2,35,27,1,3,1,129.62,0,0,0,0,0,0,0,0,1,0,0,52
shubman-gill,0,bat,2019,2,18,10,0,0,2,180.0,0,0,0,0,0,0,0,0,0,0,0,22
prasidh-krishna,0,bowl,0,0,0,0,0,0,0,0,4.0,0,31,0,7.75,10,2,1,0,0,0,0
dinesh-karthik,1,bat,2019,2,2,4,1,0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,2
kuldeep-yadav,0,bowl,0,0,0,0,0,0,0,0,2.0,0,18,0,9.0,2,1,1,0,0,0,0
lockie-ferguson,0,bowl,0,0,0,0,0,0,0,0,4.0,0,34,0,8.5,5,3,0,0,0,0,0
sunil-narine,0,all,0,0,0,0,0,0,0,0,3.0,0,29,0,9.66,5,3,1,0,0,0,0
piyush-chawla,0,all,0,0,0,0,0,0,0,0,3.0,0,23,1,7.66,10,3,1,0,0,0,25
chris-lynn,0,bat,2019,2,7,11,1,0,1,63.63,0,0,0,0,0,0,0,0,0,0,0,9
nitish-rana,0,bat,2019,2,68,47,1,8,3,144.68,1.0,0,9,0,9.0,0,1,0,0,0,0,90
andre-russell,0,all,2019,2,49,19,0,4,4,257.89,3.0,0,32,2,10.66,3,2,2,0,0,0,115
shivam-dube,0,all,2019,1,2,5,1,0,0,40.0,0.4,0,3,0,4.5,2,0,0,1,0,0,10
yuzvendra-chahal,0,bowl,2019,1,4,12,1,0,0,33.33,4.0,1,6,1,1.5,18,0,0,0,0,0,41
umesh-yadav,0,bowl,2019,1,1,10,1,0,0,10.0,3.0,0,13,0,4.33,9,1,0,0,0,0,1
virat-kohli,0,bat,2019,1,6,12,1,0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,6
mohammed-siraj,0,bowl,2019,1,0,1,0,0,0,0.0,2.0,1,5,1,2.5,8,0,0,0,0,0,37
moeen-ali,0,all,2019,1,9,8,1,0,1,112.5,4.0,0,19,1,4.75,15,3,0,0,0,0,36
ab-de-villiers,1,bat,2019,1,9,10,1,0,0,90.0,0,0,0,0,0,0,0,0,0,0,0,9
shimron-hetmyer,0,bat,2019,1,0,2,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,-2
navdeep-saini,0,bowl,2019,1,2,3,1,0,0,66.66,4.0,0,24,0,6.0,16,2,1,0,0,0,2
dwayne-bravo,0,all,0,0,0,0,0,0,0,0,0.1,0,0,1,0.0,1,0,0,0,0,0,25
ambati-rayudu,0,bat,2019,1,28,42,1,2,1,66.66,0,0,0,0,0,0,0,0,0,0,0,32
ms-dhoni,1,bat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,20
shardul-thakur,0,bowl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deepak-chahar,0,bowl,0,0,0,0,0,0,0,0,4.0,0,17,0,4.25,12,1,0,0,0,0,0
kedar-jadhav,0,all,2019,1,13,19,0,1,0,68.42,0,0,0,0,0,0,0,0,1,0,0,22
imran-tahir,0,bowl,0,0,0,0,0,0,0,0,4.0,1,9,3,2.25,18,1,0,0,0,0,91
suresh-raina,0,bat,2019,1,19,21,1,3,0,90.47,1.0,0,6,0,6.0,1,0,0,0,1,0,28
harbhajan-singh,0,bowl,0,0,0,0,0,0,0,0,4.0,0,20,3,5.0,13,0,1,2,0,0,95
ravindra-jadeja,0,all,2019,1,6,15,0,0,0,40.0,4.0,1,15,2,3.75,15,1,0,2,0,0,84
siddarth-kaul,0,bowl,0,0,0,0,0,0,0,0,3.0,0,43,0,14.33,2,5,2,0,0,0,0
deepak-hooda,0,all,2018,60,3,4,1,0,0,75.0,0,0,0,0,0,0,0,0,0,0,0,3
shreevats-goswami,1,bat,2018,60,5,5,1,0,0,100.0,0,0,0,0,0,0,0,0,1,0,0,13
bhuvneshwar-kumar,0,bowl,0,0,0,0,0,0,0,0,4.0,1,17,0,4.25,16,0,1,0,0,0,12
rashid-khan,0,bowl,0,0,0,0,0,0,0,0,4.0,1,24,0,6.0,9,3,0,0,0,0,12
sandeep-sharma,0,bowl,0,0,0,0,0,0,0,0,4.0,0,52,1,13.0,9,5,4,1,0,0,33
shikhar-dhawan,0,bat,2018,60,26,25,1,2,1,104.0,0,0,0,0,0,0,0,0,0,0,0,30
shakib-al-hasan,0,all,2018,60,23,15,1,2,1,153.33,1.0,0,15,0,15.0,1,0,2,0,0,0,27
kane-williamson,0,bat,2018,60,47,36,1,5,2,130.55,0,0,0,0,0,0,0,0,0,0,0,60
dwayne-bravo,0,all,0,0,0,0,0,0,0,0,4.0,0,46,1,11.5,5,5,2,0,0,0,25
ms-dhoni,1,bat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12
ambati-rayudu,0,bat,2018,60,16,19,0,1,1,84.21,0,0,0,0,0,0,0,0,1,0,0,27
shardul-thakur,0,bowl,0,0,0,0,0,0,0,0,3.0,0,31,1,10.33,4,1,2,0,0,0,25
deepak-chahar,0,bowl,0,0,0,0,0,0,0,0,4.0,0,25,0,6.25,10,1,1,0,0,0,0
lungi-ngidi,0,bowl,0,0,0,0,0,0,0,0,4.0,1,26,1,6.5,11,1,2,0,0,0,37
karn-sharma,0,bowl,0,0,0,0,0,0,0,0,3.0,0,25,1,8.33,7,2,1,0,2,0,37
faf-du-plessis,0,bat,2018,60,10,11,1,1,0,90.9,0,0,0,0,0,0,0,0,0,0,0,11
suresh-raina,0,bat,2018,60,32,24,1,3,1,133.33,0,0,0,0,0,0,0,0,1,0,0,49
ravindra-jadeja,0,all,0,0,0,0,0,0,0,0,2.0,0,24,1,12.0,2,3,1,0,0,0,25
siddarth-kaul,0,bowl,0,0,0,0,0,0,0,0,4.0,0,32,2,8.0,7,1,2,0,0,0,50
deepak-hooda,0,all,2018,59,19,19,1,0,1,100.0,0,0,0,0,0,0,0,0,0,0,0,21
bhuvneshwar-kumar,0,bowl,2018,59,5,2,0,1,0,250.0,4.0,0,38,0,9.5,9,6,1,0,0,0,6
rashid-khan,0,bowl,2018,59,34,10,0,2,4,340.0,4.0,0,19,3,4.75,12,2,0,2,1,0,149
shikhar-dhawan,0,bat,2018,59,34,24,1,4,1,141.66,0,0,0,0,0,0,0,0,1,0,0,52
wriddhiman-saha,1,bat,2018,59,35,27,1,5,0,129.62,0,0,0,0,0,0,0,0,0,0,1,56
khaleel-ahmed,0,bowl,0,0,0,0,0,0,0,0,3.0,0,38,0,12.66,7,2,4,0,0,0,0
shakib-al-hasan,0,all,2018,59,28,24,1,4,0,116.66,3.0,0,16,1,5.33,6,1,0,0,0,0,57
kane-williamson,0,bat,2018,59,3,3,1,0,0,100.0,0,0,0,0,0,0,0,0,0,0,0,3
robin-uthappa,0,bat,2018,59,2,8,1,0,0,25.0,0,0,0,0,0,0,0,0,0,0,0,2
prasidh-krishna,0,bowl,2018,59,0,0,0,0,0,0.0,4.0,0,56,0,14.0,5,4,4,0,0,0,0
dinesh-karthik,1,bat,2018,59,8,6,1,1,0,133.33,0,0,0,0,0,0,0,0,1,0,1,29
andre-russell,0,all,2018,59,3,7,1,0,0,42.85,1.0,0,9,0,9.0,3,2,0,0,0,0,3
kuldeep-yadav,0,bowl,2018,59,0,3,0,0,0,0.0,4.0,0,29,2,7.25,7,2,1,0,1,0,56
sunil-narine,0,all,2018,59,26,13,1,4,1,200.0,4.0,0,24,1,6.0,7,2,0,0,0,0,57
piyush-chawla,0,all,2018,59,12,12,1,0,1,100.0,3.0,0,22,1,7.33,8,4,0,2,0,0,55
shivam-mavi,0,all,2018,59,6,4,1,1,0,150.0,4.0,0,33,1,8.25,9,2,2,0,0,0,32
chris-lynn,0,bat,2018,59,48,31,1,6,2,154.83,0,0,0,0,0,0,0,0,0,0,0,62
nitish-rana,0,bat,2018,59,22,16,1,1,2,137.5,0,0,0,0,0,0,0,0,0,1,0,33
shubman-gill,0,bat,2018,59,30,20,1,2,1,150.0,0,0,0,0,0,0,0,0,0,0,0,38
robin-uthappa,0,bat,2018,58,3,7,1,0,0,42.85,0,0,0,0,0,0,0,0,0,0,0,3
prasidh-krishna,0,bowl,0,0,0,0,0,0,0,0,4.0,0,28,1,7.0,10,4,0,0,0,0,25
dinesh-karthik,1,bat,2018,58,52,38,1,4,2,136.84,0,0,0,0,0,0,0,0,0,0,0,68
andre-russell,0,all,2018,58,49,25,0,3,5,196.0,3.0,0,22,0,7.33,5,0,1,0,0,0,66
kuldeep-yadav,0,bowl,0,0,0,0,0,0,0,0,4.0,0,18,1,4.5,13,2,0,1,0,0,33
sunil-narine,0,all,2018,58,4,2,1,1,0,200.0,4.0,0,39,0,9.75,9,2,3,0,0,0,5
piyush-chawla,0,all,2018,58,0,0,0,0,0,0.0,4.0,0,24,2,6.0,7,2,0,1,0,0,58
chris-lynn,0,bat,2018,58,18,22,1,2,0,81.81,0,0,0,0,0,0,0,0,1,0,0,28
