player-name,wk,role,season,match,batting-runs,balls,out,4s,6s,sr,overs,maiden,bowling-runs,wickets,econ,0s,4s,6s,catches,run-out,stumping,points
kyle-jamieson,0,bowl,2021,19,16,13,1,1,1,123.07,3.0,0,31,0,10.33,5,4,1,2,0,0,35
washington-sundar,0,all,2021,19,7,11,1,1,0,63.63,2.0,0,13,0,6.5,7,1,1,0,0,0,8
prasidh-krishna,0,bowl,2021,18,0,0,0,0,0,0.0,3.0,0,20,1,6.66,8,2,0,1,0,0,33
pat-cummins,0,bowl,2021,18,10,6,1,0,1,166.66,3.5,0,36,0,9.39,4,3,1,0,0,0,12
dinesh-karthik,1,bat,2021,18,25,24,1,4,0,104.16,0,0,0,0,0,0,0,0,0,0,0,29
rahul-tripathi,0,bat,2021,18,36,26,1,1,2,138.46,0,0,0,0,0,0,0,0,0,0,0,45
andre-russell,0,all,2021,18,9,7,1,0,1,128.57,0,0,0,0,0,0,0,0,0,0,0,11
eoin-morgan,0,bat,2021,18,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,-2
varun-chakravarthy,0,bowl,0,0,0,0,0,0,0,0,4.0,0,32,2,8.0,8,5,0,0,0,0,50
sunil-narine,0,all,2021,18,6,7,1,1,0,85.71,4.0,0,20,0,5.0,11,0,1,0,2,0,19
shivam-mavi,0,all,2021,18,5,7,1,1,0,71.42,4.0,0,19,1,4.75,17,3,0,0,0,0,31
nitish-rana,0,bat,2021,18,22,25,1,1,1,88.0,0,0,0,0,0,0,0,0,0,0,0,25
shubman-gill,0,bat,2021,18,11,19,1,1,0,57.89,0,0,0,0,0,0,0,0,0,0,0,12
jaydev-unadkat,0,bowl,0,0,0,0,0,0,0,0,4.0,0,25,1,6.25,11,2,1,0,0,0,25
shivam-dube,0,all,2021,18,22,18,1,2,1,122.22,1.0,0,5,0,5.0,2,0,0,0,0,0,26
mustafizur-rahman,0,bowl,0,0,0,0,0,0,0,0,4.0,0,22,1,5.5,13,3,0,0,0,0,25
sanju-samson,1,bat,2021,18,42,41,0,2,1,102.43,0,0,0,0,0,0,0,0,1,0,0,58
yashasvi-jaiswal,0,bat,2021,18,22,17,1,5,0,129.41,0,0,0,0,0,0,0,0,1,0,0,35
riyan-parag,0,bat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,16
david-miller,0,bat,2021,18,24,23,0,3,0,104.34,0,0,0,0,0,0,0,0,1,0,0,35
jos-buttler,1,bat,2021,18,5,7,1,1,0,71.42,0,0,0,0,0,0,0,0,0,1,0,12
chris-morris,0,all,0,0,0,0,0,0,0,0,4.0,0,23,4,5.75,18,0,3,0,1,0,114
rahul-tewatia,0,bowl,2021,18,5,8,1,0,0,62.5,3.0,0,24,0,8.0,4,1,1,0,0,0,5
chetan-sakariya,0,bowl,0,0,0,0,0,0,0,0,4.0,0,31,1,7.75,8,3,0,1,0,0,33
jayant-yadav,0,bowl,2021,17,0,0,0,0,0,0.0,4.0,0,20,0,5.0,16,2,1,0,0,0,0
hardik-pandya,0,all,2021,17,1,4,1,0,0,25.0,0,0,0,0,0,0,0,0,0,0,0,1
suryakumar-yadav,0,bat,2021,17,33,27,1,3,1,122.22,0,0,0,0,0,0,0,0,0,0,0,42
rahul-chahar,0,bowl,0,0,0,0,0,0,0,0,4.0,0,19,1,4.75,8,1,0,0,0,0,25
jasprit-bumrah,0,bowl,0,0,0,0,0,0,0,0,3.0,0,21,0,7.0,9,2,1,0,0,0,0
krunal-pandya,0,all,2021,17,3,3,1,0,0,100.0,3.0,0,31,0,10.33,7,4,1,0,0,0,3
trent-boult,0,bowl,0,0,0,0,0,0,0,0,2.4,0,30,0,11.25,7,3,2,0,0,0,0
quinton-de-kock,1,bat,2021,17,3,5,1,0,0,60.0,0,0,0,0,0,0,0,0,0,0,0,3
ishan-kishan,1,bat,2021,17,6,17,1,0,0,35.29,0,0,0,0,0,0,0,0,1,0,0,14
kieron-pollard,0,all,2021,17,16,12,0,0,1,133.33,1.0,0,11,0,11.0,1,0,1,0,0,0,18
rohit-sharma,0,bat,2021,17,63,52,1,5,2,121.15,0,0,0,0,0,0,0,0,0,0,0,80
ravi-bishnoi,0,bowl,0,0,0,0,0,0,0,0,4.0,0,21,2,5.25,10,2,0,0,0,0,50
nicholas-pooran,1,bat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8
arshdeep-singh,0,bowl,0,0,0,0,0,0,0,0,3.0,0,28,1,9.33,7,1,2,0,0,0,25
mohammed-shami,0,bowl,0,0,0,0,0,0,0,0,4.0,0,21,2,5.25,7,1,0,0,0,0,50
chris-gayle,0,all,2021,17,43,35,0,5,2,122.85,0,0,0,0,0,0,0,0,1,0,0,64
mayank-agarwal,0,bat,2021,17,25,20,1,4,1,125.0,0,0,0,0,0,0,0,0,0,0,0,31
moises-henriques,0,all,0,0,0,0,0,0,0,0,3.0,0,12,0,4.0,9,1,0,1,0,0,8
shahrukh-khan,0,bat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fabian-allen,0,all,0,0,0,0,0,0,0,0,3.0,0,30,0,10.0,2,3,1,1,0,0,8
kl-rahul,0,bat,2021,17,60,52,0,3,3,115.38,0,0,0,0,0,0,0,0,1,0,0,85
deepak-hooda,0,all,0,0,0,0,0,0,0,0,3.0,0,15,1,5.0,9,0,1,1,0,0,33
shivam-dube,0,all,2021,16,46,32,1,5,2,143.75,0,0,0,0,0,0,0,0,0,0,0,59
manan-vohra,0,bat,2021,16,7,9,1,1,0,77.77,0,0,0,0,0,0,0,0,0,0,0,8
mustafizur-rahman,0,bowl,2021,16,0,0,0,0,0,0.0,3.3,0,34,0,9.71,8,2,2,0,0,0,0
sanju-samson,1,bat,2021,16,21,18,1,2,1,116.66,0,0,0,0,0,0,0,0,0,0,0,25
riyan-parag,0,bat,2021,16,25,16,1,4,0,156.25,1.0,0,14,0,14.0,0,1,1,0,0,0,29
chris-morris,0,all,2021,16,10,7,1,0,1,142.85,3.0,0,38,0,12.66,2,5,1,0,0,0,12
david-miller,0,bat,2021,16,0,2,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,-2
jos-buttler,1,bat,2021,16,8,8,1,2,0,100.0,0,0,0,0,0,0,0,0,0,0,0,10
shreyas-gopal,0,all,2021,16,7,4,0,0,1,175.0,3.0,0,35,0,11.66,6,4,2,0,0,0,9
rahul-tewatia,0,bowl,2021,16,40,23,1,4,2,173.91,2.0,0,23,0,11.5,2,1,2,0,0,0,52
chetan-sakariya,0,bowl,2021,16,0,1,1,0,0,0.0,4.0,0,35,0,8.75,7,4,1,0,0,0,0
devdutt-padikkal,0,bat,2021,16,101,52,0,11,6,194.23,0,0,0,0,0,0,0,0,0,0,0,140
yuzvendra-chahal,0,bowl,0,0,0,0,0,0,0,0,2.0,0,18,0,9.0,5,0,2,2,0,0,16
shahbaz-ahmed,0,all,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8
glenn-maxwell,0,all,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,16
virat-kohli,0,bat,2021,16,72,47,0,6,3,153.19,0,0,0,0,0,0,0,0,0,0,0,92
mohammed-siraj,0,bowl,0,0,0,0,0,0,0,0,4.0,0,27,3,6.75,16,4,1,0,0,0,79
ab-de-villiers,1,bat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8
harshal-patel,0,bowl,0,0,0,0,0,0,0,0,4.0,0,47,3,11.75,8,6,2,0,0,0,79
kyle-jamieson,0,bowl,0,0,0,0,0,0,0,0,4.0,0,28,1,7.0,11,2,1,0,0,0,25
washington-sundar,0,all,0,0,0,0,0,0,0,0,3.0,0,23,1,7.66,4,1,1,0,0,0,25
kane-richardson,0,bowl,0,0,0,0,0,0,0,0,3.0,0,29,1,9.66,5,5,0,1,0,0,33
shardul-thakur,0,bowl,0,0,0,0,0,0,0,0,3.1,0,48,0,15.15,5,4,3,0,1,0,6
ms-dhoni,1,bat,2021,15,17,8,1,2,1,212.5,0,0,0,0,0,0,0,0,3,0,0,49
ambati-rayudu,0,bat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lungi-ngidi,0,bowl,0,0,0,0,0,0,0,0,4.0,0,28,3,7.0,15,2,2,1,0,0,87
deepak-chahar,0,bowl,0,0,0,0,0,0,0,0,4.0,0,29,4,7.25,14,3,2,0,2,0,120
moeen-ali,0,all,2021,15,25,12,1,2,2,208.33,0,0,0,0,0,0,0,0,0,0,0,31
faf-du-plessis,0,bat,2021,15,95,60,0,9,4,158.33,0,0,0,0,0,0,0,0,1,0,0,128
ruturaj-gaikwad,0,bat,2021,15,64,42,1,6,4,152.38,0,0,0,0,0,0,0,0,0,0,0,86
sam-curran,0,all,0,0,0,0,0,0,0,0,4.0,0,58,1,14.5,10,4,6,0,1,0,31
suresh-raina,0,bat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ravindra-jadeja,0,all,2021,15,6,1,0,0,1,600.0,4.0,0,33,0,8.25,7,3,1,1,0,0,16
prasidh-krishna,0,bowl,2021,15,0,1,1,0,0,0.0,4.0,0,49,0,12.25,10,4,3,0,0,0,0
pat-cummins,0,bowl,2021,15,66,34,0,4,6,194.11,4.0,0,58,0,14.5,5,4,4,1,0,0,98
dinesh-karthik,1,bat,2021,15,40,24,1,4,2,166.66,0,0,0,0,0,0,0,0,0,0,0,52
rahul-tripathi,0,bat,2021,15,8,9,1,1,0,88.88,0,0,0,0,0,0,0,0,0,0,0,9
andre-russell,0,all,2021,15,54,22,1,3,6,245.45,2.0,0,27,1,13.5,4,4,1,0,0,0,102
eoin-morgan,0,bat,2021,15,7,7,1,1,0,100.0,0,0,0,0,0,0,0,0,1,0,0,16
varun-chakravarthy,0,bowl,2021,15,0,1,1,0,0,0.0,4.0,0,27,1,6.75,8,2,1,0,0,0,25
sunil-narine,0,all,2021,15,4,3,1,1,0,133.33,4.0,0,34,1,8.5,10,4,1,0,0,0,30
kamlesh-nagarkoti,0,bowl,2021,15,0,2,1,0,0,0.0,2.0,0,25,0,12.5,2,1,2,0,0,0,0
nitish-rana,0,bat,2021,15,9,12,1,2,0,75.0,0,0,0,0,0,0,0,0,0,0,0,11
shubman-gill,0,bat,2021,15,0,1,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,-2
arshdeep-singh,0,bowl,2021,14,1,2,0,0,0,50.0,3.4,0,31,0,8.45,5,1,1,0,0,0,1
nicholas-pooran,1,bat,2021,14,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,-2
murugan-ashwin,0,bowl,2021,14,9,10,1,1,0,90.0,4.0,0,22,0,5.5,7,0,0,0,0,0,10
chris-gayle,0,all,2021,14,15,17,1,2,0,88.23,0,0,0,0,0,0,0,0,0,0,0,17
mohammed-shami,0,bowl,2021,14,3,3,1,0,0,100.0,2.0,0,16,0,8.0,5,3,0,0,0,0,3
mayank-agarwal,0,bat,2021,14,22,25,1,2,0,88.0,0,0,0,0,0,0,0,0,1,0,0,32
moises-henriques,0,all,2021,14,14,17,1,0,0,82.35,1.0,0,7,0,7.0,4,0,1,0,0,0,14
shahrukh-khan,0,bat,2021,14,22,17,1,0,2,129.41,0,0,0,0,0,0,0,0,0,0,0,26
fabian-allen,0,all,2021,14,6,11,1,0,0,54.54,4.0,1,22,1,5.5,13,1,1,0,0,0,43
kl-rahul,0,bat,2021,14,4,6,1,0,0,66.66,0,0,0,0,0,0,0,0,0,0,0,4
deepak-hooda,0,all,2021,14,13,11,1,2,0,118.18,4.0,0,22,0,5.5,12,1,1,0,0,0,15
siddarth-kaul,0,bowl,0,0,0,0,0,0,0,0,3.4,0,27,1,7.36,8,2,1,0,0,0,25
virat-singh,0,bat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
david-warner,0,bat,2021,14,37,37,1,3,1,100.0,0,0,0,0,0,0,0,0,1,1,0,60
kedar-jadhav,0,all,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8
bhuvneshwar-kumar,0,bowl,0,0,0,0,0,0,0,0,3.0,0,16,1,5.33,7,1,0,0,0,0,25
rashid-khan,0,bowl,0,0,0,0,0,0,0,0,4.0,0,17,1,4.25,11,1,0,1,0,0,33
jonny-bairstow,1,bat,2021,14,63,56,0,3,3,112.5,0,0,0,0,0,0,0,0,1,0,1,100
khaleel-ahmed,0,bowl,0,0,0,0,0,0,0,0,4.0,0,21,3,5.25,9,2,0,0,0,0,79
vijay-shankar,0,all,0,0,0,0,0,0,0,0,1.0,0,6,0,6.0,3,1,0,0,1,0,6
abhishek-sharma,0,all,0,0,0,0,0,0,0,0,4.0,0,24,2,6.0,10,0,1,1,0,0,58
kane-williamson,0,bat,2021,14,16,19,0,0,0,84.21,0,0,0,0,0,0,0,0,0,0,0,16
jayant-yadav,0,bowl,2021,13,23,22,1,1,0,104.54,4.0,0,25,1,6.25,10,3,0,1,0,0,57
suryakumar-yadav,0,bat,2021,13,24,15,1,4,0,160.0,0,0,0,0,0,0,0,0,0,0,0,28
rahul-chahar,0,bowl,2021,13,6,6,1,1,0,100.0,4.0,0,29,1,7.25,9,2,1,0,0,0,32
jasprit-bumrah,0,bowl,2021,13,3,3,0,0,0,100.0,4.0,0,32,1,8.0,7,2,0,0,0,0,28
krunal-pandya,0,all,2021,13,1,5,1,0,0,20.0,2.0,0,17,0,8.5,2,2,0,0,0,0,1
kieron-pollard,0,all,2021,13,2,5,1,0,0,40.0,1.1,0,9,1,7.71,3,1,0,0,0,0,27
trent-boult,0,bowl,2021,13,1,1,0,0,0,100.0,4.0,0,23,0,5.75,13,4,0,0,0,0,1
quinton-de-kock,1,bat,2021,13,2,4,1,0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,2
ishan-kishan,1,bat,2021,13,26,28,1,1,1,92.85,0,0,0,0,0,0,0,0,2,0,0,45
hardik-pandya,0,all,2021,13,0,1,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,-2
rohit-sharma,0,bat,2021,13,44,30,1,3,3,146.66,0,0,0,0,0,0,0,0,0,0,0,57
lalit-yadav,0,all,2021,13,22,25,0,1,0,88.0,4.0,0,17,1,4.25,7,0,0,0,0,0,48
prithvi-shaw,0,bat,2021,13,7,5,1,1,0,140.0,0,0,0,0,0,0,0,0,0,0,0,8
kagiso-rabada,0,bowl,0,0,0,0,0,0,0,0,3.0,0,25,1,8.33,7,2,1,1,0,0,33
avesh-khan,0,bowl,0,0,0,0,0,0,0,0,2.0,0,15,2,7.5,5,1,1,0,0,0,50
shikhar-dhawan,0,bat,2021,13,45,42,1,5,1,107.14,0,0,0,0,0,0,0,0,0,0,0,56
steven-smith,0,bat,2021,13,33,29,1,4,0,113.79,0,0,0,0,0,0,0,0,2,0,0,57
ravichandran-ashwin,0,all,0,0,0,0,0,0,0,0,4.0,0,31,0,7.75,12,2,2,0,0,0,0
amit-mishra,0,bowl,0,0,0,0,0,0,0,0,4.0,0,24,4,6.0,11,3,0,0,0,0,108
shimron-hetmyer,0,bat,2021,13,14,9,0,2,0,155.55,0,0,0,0,0,0,0,0,0,0,0,16
rishabh-pant,1,bat,2021,13,7,8,1,1,0,87.5,0,0,0,0,0,0,0,0,3,0,0,36
marcus-stoinis,0,bat,0,0,0,0,0,0,0,0,3.0,0,20,1,6.66,6,2,0,0,0,0,25
dwayne-bravo,0,all,2021,12,20,8,0,2,1,250.0,3.0,0,28,1,9.33,8,0,2,1,0,0,57
shardul-thakur,0,bowl,2021,12,1,1,1,0,0,100.0,3.0,0,20,1,6.66,9,3,0,0,0,0,26
ambati-rayudu,0,bat,2021,12,27,17,1,0,3,158.82,0,0,0,0,0,0,0,0,0,0,0,33
ms-dhoni,1,bat,2021,12,18,17,1,2,0,105.88,0,0,0,0,0,0,0,0,0,0,0,20
deepak-chahar,0,bowl,2021,12,0,0,0,0,0,0.0,3.0,0,32,0,10.66,7,4,1,0,0,0,0
moeen-ali,0,all,2021,12,26,20,1,1,2,130.0,3.0,0,7,3,2.33,11,0,0,0,0,0,110
faf-du-plessis,0,bat,2021,12,33,17,1,4,2,194.11,0,0,0,0,0,0,0,0,0,0,0,45
ruturaj-gaikwad,0,bat,2021,12,10,13,1,1,0,76.92,0,0,0,0,0,0,0,0,1,0,0,19
sam-curran,0,all,2021,12,13,6,1,0,1,216.66,4.0,0,24,2,6.0,14,1,2,0,0,0,65
suresh-raina,0,bat,2021,12,18,15,1,1,1,120.0,0,0,0,0,0,0,0,0,0,0,0,21
ravindra-jadeja,0,all,2021,12,8,7,1,1,0,114.28,4.0,0,28,2,7.0,9,2,1,4,0,0,95
jaydev-unadkat,0,bowl,2021,12,24,17,1,2,1,141.17,4.0,0,40,0,10.0,7,6,1,0,0,0,28
shivam-dube,0,all,2021,12,17,20,1,2,0,85.0,0,0,0,0,0,0,0,0,1,0,0,27
manan-vohra,0,bat,2021,12,14,11,1,1,1,127.27,0,0,0,0,0,0,0,0,0,0,0,17
mustafizur-rahman,0,bowl,2021,12,0,4,0,0,0,0.0,4.0,0,37,1,9.25,9,1,2,0,2,0,37
sanju-samson,1,bat,2021,12,1,5,1,0,0,20.0,0,0,0,0,0,0,0,0,1,0,2,33
riyan-parag,0,bat,2021,12,3,7,1,0,0,42.85,1.0,0,16,0,16.0,2,0,2,3,0,0,31
chris-morris,0,all,2021,12,0,2,1,0,0,0.0,4.0,0,33,2,8.25,11,4,1,1,0,0,56
david-miller,0,bat,2021,12,2,5,1,0,0,40.0,0,0,0,0,0,0,0,0,0,0,0,2
jos-buttler,1,bat,2021,12,49,35,1,5,2,140.0,0,0,0,0,0,0,0,0,1,0,0,70
rahul-tewatia,0,bowl,2021,12,20,15,1,0,2,133.33,3.0,0,21,1,7.0,8,0,2,0,0,0,49
chetan-sakariya,0,bowl,2021,12,0,0,0,0,0,0.0,4.0,0,36,3,9.0,9,1,2,0,0,0,79
jhye-richardson,0,bowl,0,0,0,0,0,0,0,0,4.0,0,41,2,10.25,8,2,3,1,0,0,58
arshdeep-singh,0,bowl,0,0,0,0,0,0,0,0,3.0,0,22,1,7.33,3,1,0,0,0,0,25
nicholas-pooran,1,bat,2021,11,9,8,1,1,0,112.5,0,0,0,0,0,0,0,0,0,0,0,10
riley-meredith,0,bowl,0,0,0,0,0,0,0,0,2.2,0,35,1,15.0,4,6,0,0,0,0,25
mohammed-shami,0,bowl,0,0,0,0,0,0,0,0,4.0,0,53,0,13.25,8,6,3,0,0,0,0
chris-gayle,0,all,2021,11,11,9,1,0,1,122.22,0,0,0,0,0,0,0,0,1,0,0,21
mayank-agarwal,0,bat,2021,11,69,36,1,7,4,191.66,0,0,0,0,0,0,0,0,0,0,0,92
shahrukh-khan,0,bat,2021,11,15,5,0,2,1,300.0,0,0,0,0,0,0,0,0,0,0,0,19
kl-rahul,0,bat,2021,11,61,51,1,7,2,119.6,0,0,0,0,0,0,0,0,0,0,0,80
deepak-hooda,0,all,2021,11,22,13,0,0,2,169.23,2.0,0,18,0,9.0,1,2,0,1,0,0,34
jalaj-saxena,0,all,0,0,0,0,0,0,0,0,3.0,0,27,0,9.0,5,4,0,0,0,0,0
lalit-yadav,0,all,2021,11,12,6,0,2,0,200.0,1.0,0,11,0,11.0,1,2,0,0,0,0,14
prithvi-shaw,0,bat,2021,11,32,17,1,3,2,188.23,0,0,0,0,0,0,0,0,0,0,0,43
kagiso-rabada,0,bowl,0,0,0,0,0,0,0,0,4.0,0,43,1,10.75,8,2,4,1,0,0,33
avesh-khan,0,bowl,0,0,0,0,0,0,0,0,4.0,0,33,1,8.25,9,2,2,0,0,0,25
lukman-meriwala,0,bowl,0,0,0,0,0,0,0,0,3.0,0,32,1,10.66,6,4,1,0,0,0,25
shikhar-dhawan,0,bat,2021,11,92,49,1,13,2,187.75,0,0,0,0,0,0,0,0,1,0,0,125
steven-smith,0,bat,2021,11,9,12,1,0,0,75.0,0,0,0,0,0,0,0,0,0,0,0,9
ravichandran-ashwin,0,all,0,0,0,0,0,0,0,0,4.0,0,28,0,7.0,7,2,1,0,0,0,0
chris-woakes,0,all,0,0,0,0,0,0,0,0,4.0,0,42,1,10.5,9,5,2,0,0,0,25
rishabh-pant,1,bat,2021,11,15,16,1,0,1,93.75,0,0,0,0,0,0,0,0,0,0,1,29
marcus-stoinis,0,bat,2021,11,27,13,0,3,1,207.69,0,0,0,0,0,0,0,0,1,0,0,40
devdutt-padikkal,0,bat,2021,10,25,28,1,2,0,89.28,0,0,0,0,0,0,0,0,1,0,0,35
yuzvendra-chahal,0,bowl,0,0,0,0,0,0,0,0,4.0,0,34,2,8.5,10,5,1,0,0,0,50
shahbaz-ahmed,0,all,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
glenn-maxwell,0,all,2021,10,78,49,1,9,3,159.18,2.0,0,24,0,12.0,3,0,3,0,0,0,101
virat-kohli,0,bat,2021,10,5,6,1,1,0,83.33,0,0,0,0,0,0,0,0,1,0,0,14
mohammed-siraj,0,bowl,0,0,0,0,0,0,0,0,3.0,0,17,0,5.66,11,3,0,1,0,0,8
ab-de-villiers,1,bat,2021,10,76,34,0,9,3,223.52,0,0,0,0,0,0,0,0,1,0,0,107
harshal-patel,0,bowl,0,0,0,0,0,0,0,0,4.0,0,17,2,4.25,7,0,0,0,1,0,56
kyle-jamieson,0,bowl,2021,10,11,4,0,1,1,275.0,3.0,0,41,3,13.66,7,3,4,0,0,0,93
rajat-patidar,0,bat,2021,10,1,2,1,0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,1
washington-sundar,0,all,0,0,0,0,0,0,0,0,4.0,0,33,1,8.25,7,3,1,0,0,0,25
prasidh-krishna,0,bowl,0,0,0,0,0,0,0,0,4.0,0,31,1,7.75,10,4,0,0,0,0,25
pat-cummins,0,bowl,2021,10,6,2,1,0,1,300.0,4.0,0,34,1,8.5,6,3,0,0,0,0,33
dinesh-karthik,1,bat,2021,10,2,5,1,0,0,40.0,0,0,0,0,0,0,0,0,0,0,0,2
rahul-tripathi,0,bat,2021,10,25,20,1,5,0,125.0,0,0,0,0,0,0,0,0,2,0,0,46
andre-russell,0,all,2021,10,31,20,1,3,2,155.0,2.0,0,38,0,19.0,3,5,2,0,0,0,42
eoin-morgan,0,bat,2021,10,29,23,1,1,2,126.08,0,0,0,0,0,0,0,0,0,0,0,34
varun-chakravarthy,0,bowl,2021,10,2,3,0,0,0,66.66,4.0,0,39,2,9.75,6,3,2,0,0,0,52
harbhajan-singh,0,bowl,2021,10,2,2,0,0,0,100.0,4.0,0,38,0,9.5,10,4,2,1,0,0,10
nitish-rana,0,bat,2021,10,18,11,1,2,1,163.63,0,0,0,0,0,0,0,0,0,0,0,22
shakib-al-hasan,0,all,2021,10,26,25,1,1,1,104.0,2.0,0,24,0,12.0,2,3,1,0,0,0,29
shubman-gill,0,bat,2021,10,21,9,1,2,2,233.33,0,0,0,0,0,0,0,0,0,0,0,27
hardik-pandya,0,all,2021,9,7,5,1,1,0,140.0,0,0,0,0,0,0,0,0,0,2,0,20
suryakumar-yadav,0,bat,2021,9,10,6,1,1,1,166.66,0,0,0,0,0,0,0,0,2,0,0,29
rahul-chahar,0,bowl,0,0,0,0,0,0,0,0,4.0,0,19,3,4.75,13,0,1,0,0,0,79
jasprit-bumrah,0,bowl,0,0,0,0,0,0,0,0,4.0,0,14,1,3.5,12,0,0,0,0,0,25
krunal-pandya,0,all,2021,9,3,3,0,0,0,100.0,3.0,0,30,1,10.0,8,1,3,0,0,0,28
trent-boult,0,bowl,0,0,0,0,0,0,0,0,3.4,0,28,3,7.63,12,4,1,0,0,0,79
quinton-de-kock,1,bat,2021,9,40,39,1,5,0,102.56,0,0,0,0,0,0,0,0,0,0,0,49
ishan-kishan,1,bat,2021,9,12,21,1,0,0,57.14,0,0,0,0,0,0,0,0,0,0,0,12
kieron-pollard,0,all,2021,9,35,22,0,1,3,159.09,2.0,0,10,0,5.0,5,1,0,1,0,0,54
rohit-sharma,0,bat,2021,9,32,25,1,2,2,128.0,0,0,0,0,0,0,0,0,0,0,0,42
adam-milne,0,bowl,0,0,0,0,0,0,0,0,3.0,0,33,0,11.0,4,1,3,1,0,0,8
virat-singh,0,bat,2021,9,11,12,1,1,0,91.66,0,0,0,0,0,0,0,0,2,0,0,28
manish-pandey,0,bat,2021,9,2,7,1,0,0,28.57,0,0,0,0,0,0,0,0,0,0,0,2
david-warner,0,bat,2021,9,36,34,1,2,2,105.88,0,0,0,0,0,0,0,0,0,0,0,46
bhuvneshwar-kumar,0,bowl,2021,9,1,2,1,0,0,50.0,4.0,0,45,0,11.25,6,3,3,0,0,0,1
rashid-khan,0,bowl,2021,9,0,1,1,0,0,0.0,4.0,0,22,0,5.5,11,2,0,0,0,0,0
abdul-samad,0,bat,2021,9,7,8,1,1,0,87.5,0,0,0,0,0,0,0,0,0,0,0,8
jonny-bairstow,1,bat,2021,9,43,22,1,3,4,195.45,0,0,0,0,0,0,0,0,1,0,0,66
khaleel-ahmed,0,bowl,2021,9,1,2,1,0,0,50.0,4.0,0,24,1,6.0,12,3,0,0,0,0,26
vijay-shankar,0,all,2021,9,28,25,1,0,2,112.0,3.0,0,19,2,6.33,8,1,1,1,1,0,96
mujeeb-ur-rahman,0,bowl,2021,9,1,1,0,0,0,100.0,4.0,0,29,2,7.25,10,1,2,0,0,0,51
abhishek-sharma,0,all,2021,9,2,4,1,0,0,50.0,1.0,0,5,0,5.0,2,0,0,0,0,0,2
jhye-richardson,0,bowl,2021,8,15,22,1,2,0,68.18,3.0,0,21,0,7.0,11,2,1,0,0,0,17
arshdeep-singh,0,bowl,0,0,0,0,0,0,0,0,2.0,0,7,1,3.5,8,1,0,0,0,0,25
nicholas-pooran,1,bat,2021,8,0,2,1,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,6
riley-meredith,0,bowl,2021,8,0,0,0,0,0,0.0,3.4,0,21,0,5.72,14,4,0,0,0,0,0
murugan-ashwin,0,bowl,2021,8,6,14,1,0,0,42.85,3.0,0,32,1,10.66,5,3,1,0,0,0,31
chris-gayle,0,all,2021,8,10,10,1,2,0,100.0,0,0,0,0,0,0,0,0,0,0,0,12
mohammed-shami,0,bowl,2021,8,9,12,0,0,0,75.0,4.0,0,21,2,5.25,11,2,0,0,0,0,59
mayank-agarwal,0,bat,2021,8,0,2,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,-2
shahrukh-khan,0,bat,2021,8,47,36,1,4,2,130.55,0,0,0,0,0,0,0,0,1,0,0,67
kl-rahul,0,bat,2021,8,5,7,1,1,0,71.42,0,0,0,0,0,0,0,0,1,0,0,14
deepak-hooda,0,all,2021,8,10,15,1,1,0,66.66,0,0,0,0,0,0,0,0,1,0,0,19
dwayne-bravo,0,all,0,0,0,0,0,0,0,0,2.0,0,10,1,5.0,6,1,0,0,0,0,25
shardul-thakur,0,bowl,0,0,0,0,0,0,0,0,4.0,0,35,0,8.75,8,5,0,1,0,0,8
ambati-rayudu,0,bat,2021,8,0,1,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,-2
ms-dhoni,1,bat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deepak-chahar,0,bowl,0,0,0,0,0,0,0,0,4.0,1,13,4,3.25,18,2,0,0,0,0,120
moeen-ali,0,all,2021,8,46,31,1,7,1,148.38,3.0,0,17,1,5.66,6,0,1,0,0,0,84
faf-du-plessis,0,bat,2021,8,36,33,0,3,1,109.09,0,0,0,0,0,0,0,0,2,0,0,61
ruturaj-gaikwad,0,bat,2021,8,5,16,1,0,0,31.25,0,0,0,0,0,0,0,0,0,0,0,5
